32768, 18714, 1
65536, 9879, 58
65536, 9880, 1
131072, 9827, 86
131072, 9828, 1
131072, 71800, 1
262144, 9878, 125
262144, 9879, 1
262144, 68847, 90
262144, 68848, 1
262144, 159757, 1
262144, 181690, 1
524288, 9887, 312
524288, 9888, 1
524288, 27445, 181
524288, 27446, 1
524288, 79558, 347
524288, 79559, 1
524288, 173845, 105
524288, 173846, 1
524288, 216692, 1
524288, 238602, 1
524288, 322793, 1
524288, 396685, 1
524288, 403382, 1
524288, 418179, 1
1048576, 9838, 572
1048576, 9839, 1
1048576, 27157, 675
1048576, 27158, 1
1048576, 79549, 246
1048576, 79550, 1
1048576, 173992, 198
1048576, 173993, 1
1048576, 210284, 188
1048576, 210285, 1
1048576, 210734, 191
1048576, 210735, 1
1048576, 210768, 205
1048576, 210769, 1
1048576, 216573, 188
1048576, 216574, 1
1048576, 236159, 201
1048576, 236160, 1
1048576, 288386, 155
1048576, 288387, 1
1048576, 432380, 1
1048576, 451267, 1
1048576, 513889, 1
1048576, 755852, 1
1048576, 838045, 1
2097152, 3571, 1774
2097152, 3572, 1
2097152, 9813, 3051
2097152, 9814, 1
2097152, 13198, 511
2097152, 13199, 1
2097152, 27116, 1698
2097152, 27117, 1
2097152, 79538, 504
2097152, 79539, 1
2097152, 104815, 342
2097152, 104816, 1
2097152, 110660, 340
2097152, 110661, 1
2097152, 173651, 332
2097152, 173652, 1
2097152, 209805, 319
2097152, 209806, 1
2097152, 210278, 314
2097152, 210279, 1
2097152, 210313, 494
2097152, 210314, 1
2097152, 216077, 341
2097152, 216078, 1
2097152, 287596, 303
2097152, 287597, 1
2097152, 287605, 313
2097152, 287606, 1
2097152, 655276, 201
2097152, 655277, 1
2097152, 881752, 1
2097152, 938606, 1
2097152, 959128, 1
2097152, 1100878, 1
2097152, 1134604, 1
2097152, 1280566, 1
2097152, 1327258, 1
2097152, 1346624, 1
2097152, 1355001, 1
2097152, 1378456, 1
4194304, 9818, 9968
4194304, 9819, 1
4194304, 13109, 1145
4194304, 13110, 1
4194304, 27159, 512
4194304, 27160, 1
