32768, 18713, 1
65536, 498, 611
65536, 498, 1
131072, 468, 8193
131072, 468, 1
131072, 71799, 1
262144, 52983, 168
262144, 52983, 1
262144, 54160, 109
262144, 54160, 1
262144, 159756, 1
262144, 181689, 1
524288, 17412, 311
524288, 17412, 1
524288, 18268, 940
524288, 18268, 1
524288, 54471, 173
524288, 54471, 1
524288, 157803, 96
524288, 157803, 1
524288, 216691, 1
524288, 238601, 1
524288, 322792, 1
524288, 396684, 1
524288, 403381, 1
524288, 418178, 1
1048576, 225, 48691
1048576, 225, 1
1048576, 1668, 4658
1048576, 1668, 1
1048576, 6809, 1201
1048576, 6809, 1
1048576, 13631, 362
1048576, 13631, 1
1048576, 14292, 572
1048576, 14292, 1
1048576, 17438, 887
1048576, 17438, 1
1048576, 18318, 1145
1048576, 18318, 1
1048576, 108473, 229
1048576, 108473, 1
1048576, 157510, 237
1048576, 157510, 1
1048576, 263649, 160
1048576, 263649, 1
1048576, 432379, 1
1048576, 451266, 1
1048576, 513888, 1
1048576, 755851, 1
1048576, 838044, 1
2097152, 432, 57073
2097152, 432, 1
2097152, 6866, 1201
2097152, 6866, 1
2097152, 13673, 4938
2097152, 13673, 1
2097152, 14329, 626
2097152, 14329, 1
2097152, 56227, 623
2097152, 56227, 1
2097152, 92979, 353
2097152, 92979, 1
2097152, 108508, 343
2097152, 108508, 1
2097152, 157777, 799
2097152, 157777, 1
2097152, 211608, 326
2097152, 211608, 1
2097152, 263789, 318
2097152, 263789, 1
2097152, 419267, 276
2097152, 419267, 1
2097152, 419388, 257
2097152, 419388, 1
2097152, 420853, 263
2097152, 420853, 1
2097152, 436319, 271
2097152, 436319, 1
2097152, 437224, 261
2097152, 437224, 1
2097152, 881751, 1
2097152, 938605, 1
2097152, 959127, 1
2097152, 1100877, 1
2097152, 1134603, 1
2097152, 1280565, 1
2097152, 1327257, 1
2097152, 1346623, 1
2097152, 1355000, 1
2097152, 1378455, 1
4194304, 403, 262145
4194304, 403, 1
4194304, 6833, 4693
4194304, 6833, 1
4194304, 7593, 3866
4194304, 7593, 1
4194304, 13597, 5146
4194304, 13597, 1
4194304, 14253, 13134
4194304, 14253, 1
4194304, 26657, 1023
4194304, 26657, 1
4194304, 56090, 724
4194304, 56090, 1
4194304, 93166, 510
4194304, 93166, 1
4194304, 108795, 1251
4194304, 108795, 1
4194304, 158284, 1015
4194304, 158284, 1
4194304, 212025, 492
4194304, 212025, 1
4194304, 243749, 475
4194304, 243749, 1
4194304, 332315, 483
4194304, 332315, 1
4194304, 421560, 489
4194304, 421560, 1
4194304, 437213, 457
4194304, 437213, 1
4194304, 478934, 450
4194304, 478934, 1
4194304, 838306, 436
4194304, 838306, 1
4194304, 851498, 360
4194304, 851498, 1
4194304, 852099, 366
4194304, 852099, 1
4194304, 853528, 365
4194304, 853528, 1
4194304, 1102199, 311
4194304, 1102199, 1
4194304, 1152983, 309
4194304, 1152983, 1
4194304, 1258066, 277
4194304, 1258066, 1
4194304, 1258198, 257
4194304, 1258198, 1
4194304, 1275696, 261
4194304, 1275696, 1
4194304, 1753758, 1
4194304, 1768673, 1
4194304, 1804400, 1
4194304, 1978619, 1
4194304, 2221530, 1
4194304, 2248230, 1
4194304, 2534378, 1
4194304, 2540129, 1
4194304, 2564635, 1
4194304, 2572718, 1
4194304, 2573763, 1
4194304, 2605513, 1
4194304, 2618342, 1
4194304, 2675998, 1
4194304, 2770735, 1
4194304, 2918309, 1
4194304, 2918482, 1
4194304, 2952984, 1
4194304, 3048143, 1
4194304, 3076763, 1
4194304, 3194764, 1
4194304, 3258906, 1
8388608, 6829, 4693
8388608, 6829, 1
8388608, 7559, 13777
8388608, 7559, 1
8388608, 8416, 10789
8388608, 8416, 1
8388608, 13672, 6015
8388608, 13672, 1
8388608, 14360, 724
8388608, 14360, 1
8388608, 26500, 1023
8388608, 26500, 1
8388608, 33760, 1774
8388608, 33760, 1
8388608, 52938, 724
8388608, 52938, 1
8388608, 55812, 719
8388608, 55812, 1
8388608, 55893, 724
8388608, 55893, 1
8388608, 105323, 1
8388608, 105323, 1
8388608, 107176, 1443
8388608, 107176, 1
8388608, 108825, 721
8388608, 108825, 1
8388608, 158627, 715
8388608, 158627, 1
8388608, 212735, 703
8388608, 212735, 1
8388608, 214329, 707
8388608, 214329, 1
8388608, 244406, 1007
8388608, 244406, 1
8388608, 296028, 707
8388608, 296028, 1
8388608, 316199, 690
8388608, 316199, 1
8388608, 332824, 713
8388608, 332824, 1
8388608, 341935, 699
8388608, 341935, 1
8388608, 422100, 687
8388608, 422100, 1
8388608, 426241, 719
8388608, 426241, 1
8388608, 437579, 999
8388608, 437579, 1
8388608, 460763, 679
8388608, 460763, 1
8388608, 479332, 671
8388608, 479332, 1
8388608, 629765, 697
8388608, 629765, 1
8388608, 842411, 658
8388608, 842411, 1
8388608, 854121, 641
8388608, 854121, 1
8388608, 866703, 639
8388608, 866703, 1
8388608, 893975, 632
8388608, 893975, 1
8388608, 1152845, 714
8388608, 1152845, 1
8388608, 1257556, 612
8388608, 1257556, 1
8388608, 1257678, 607
8388608, 1257678, 1
8388608, 1275358, 581
8388608, 1275358, 1
8388608, 1677466, 526
8388608, 1677466, 1
8388608, 1770274, 510
8388608, 1770274, 1
8388608, 1795633, 505
8388608, 1795633, 1
8388608, 1847847, 495
8388608, 1847847, 1
8388608, 1887810, 480
8388608, 1887810, 1
8388608, 1889158, 481
8388608, 1889158, 1
8388608, 2162307, 446
8388608, 2162307, 1
8388608, 2516398, 411
8388608, 2516398, 1
8388608, 2529648, 360
8388608, 2529648, 1
8388608, 2530242, 366
8388608, 2530242, 1
8388608, 2726195, 1
8388608, 2726195, 1
8388608, 2779963, 318
8388608, 2779963, 1
8388608, 3431986, 1
8388608, 3547210, 1
8388608, 3737076, 1
8388608, 3784272, 1
8388608, 3855706, 1
8388608, 3887079, 1
8388608, 3912947, 1
8388608, 3924345, 1
8388608, 3959783, 1
8388608, 3984150, 1
